sample_id,prompt,target,curriculum_score,pcrf_weight,criticality_weight,combined_weight,sampling_bucket
30,Extract the API action (get/post/delete) from this routing rule: 'Fetch compliance standard checklist' as JSON: { 'action':,get,0.008447,0.087196,1.0,0.000737,MID_PRIORITY
81,To accomplish multiple milestones at the exact same moment is to kill two birds with one,stone,0.008396,0.087196,1.0,0.000732,MID_PRIORITY
95,"Feeling mildly sick, fatigued, or physically under the weather is to be under the",weather,0.008366,0.087196,1.0,0.000729,MID_PRIORITY
40,Extract the API action (get/post/delete) from this routing rule: 'Load balance incoming connection metrics list' as JSON: { 'action':,get,0.008358,0.087196,1.0,0.000729,MID_PRIORITY
27,Extract the API action (get/post/delete) from this routing rule: 'List active container workspace segments' as JSON: { 'action':,get,0.008263,0.087196,1.0,0.000720,MID_PRIORITY
24,Extract the API action (get/post/delete) from this routing rule: 'Retrieve transaction ledger history array' as JSON: { 'action':,get,0.008170,0.087196,1.0,0.000712,MID_PRIORITY
100,"Adding angry, volatile statements to an ongoing administrative dispute is adding fuel to the",fire,0.008144,0.087196,1.0,0.000710,MID_PRIORITY
82,"To avoid placing all your financial capital in a single volatile asset, don't put all your eggs in one",basket,0.008143,0.087196,1.0,0.000710,MID_PRIORITY
37,Extract the API action (get/post/delete) from this routing rule: 'Request latest network interface statuses' as JSON: { 'action':,get,0.008124,0.087196,1.0,0.000708,MID_PRIORITY
5,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'AdministratorAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",high,0.007981,0.087196,1.5,0.001044,MID_PRIORITY
15,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'BillingAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",medium,0.007903,0.087196,1.0,0.000689,MID_PRIORITY
86,"An unpredictable, incredibly dynamic, and highly energetic person is described as a live",wire,0.007773,0.087196,1.0,0.000678,MID_PRIORITY
91,To accidentally expose a highly guarded organizational secret is to spill the,beans,0.007653,0.087196,1.0,0.000667,MID_PRIORITY
17,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '185.190.140.22', 'ports_scanned': 5000 }. Risk triage (low/medium/high):",high,0.007483,0.087196,1.5,0.000979,MID_PRIORITY
62,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction rejected due to insufficient credit' as JSON: { 'status':,declined,0.007460,0.087196,1.0,0.000651,MID_PRIORITY
69,Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account billing block verified' as JSON: { 'status':,declined,0.007449,0.087196,1.0,0.000650,MID_PRIORITY
93,Resolving an architectural software bottleneck with absolute precision is hitting the nail on the,head,0.007399,0.087196,1.0,0.000645,MID_PRIORITY
84,"Being in a state of supreme, ecstatic joy or extreme mental happiness is to be on cloud",nine,0.007397,0.087196,1.0,0.000645,MID_PRIORITY
74,Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account flagged for prior chargeback' as JSON: { 'status':,declined,0.007386,0.087196,1.5,0.000966,MID_PRIORITY
13,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'marketing_external', 'public_access': true }. Risk triage (low/medium/high):",high,0.007301,0.087196,1.5,0.000955,MID_PRIORITY
3,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'dev_user_99', 'public_access': true }. Risk triage (low/medium/high):",high,0.007296,0.087196,1.5,0.000954,MID_PRIORITY
7,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '45.33.102.55', 'ports_scanned': 2500 }. Risk triage (low/medium/high):",high,0.007291,0.087196,1.5,0.000954,MID_PRIORITY
90,Wishing a theater actor excellent performance fortune right before a show is telling them to break a,leg,0.007278,0.087196,1.0,0.000635,MID_PRIORITY
1,"JSON payload: { 'event': 'FailedLogin', 'username': 'root', 'ip': '198.51.100.4', 'attempts': 15 }. Risk triage (low/medium/high):",high,0.007130,0.087196,1.5,0.000933,MID_PRIORITY
19,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'temporary_contractor', 'key_strength': 2048 }. Risk triage (low/medium/high):",medium,0.007113,0.087196,1.0,0.000620,LOW_PRIORITY
78,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: suspicious billing ip location flagged' as JSON: { 'status':,declined,0.007105,0.087196,1.5,0.000929,LOW_PRIORITY
11,"JSON payload: { 'event': 'FailedLogin', 'username': 'admin_crm', 'ip': '185.220.101.5', 'attempts': 8 }. Risk triage (low/medium/high):",medium,0.007026,0.087196,1.0,0.000613,LOW_PRIORITY
71,Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: charge limit reached on customer plan' as JSON: { 'status':,declined,0.006966,0.087196,1.0,0.000607,LOW_PRIORITY
63,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: credit card verification failure' as JSON: { 'status':,declined,0.006914,0.087196,1.0,0.000603,LOW_PRIORITY
80,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: network connection drop during verify' as JSON: { 'status':,declined,0.006891,0.087196,1.0,0.000601,LOW_PRIORITY
76,Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: user cancelled checkout session' as JSON: { 'status':,declined,0.006847,0.087196,1.0,0.000597,LOW_PRIORITY
67,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: card has expired' as JSON: { 'status':,declined,0.006771,0.087196,1.0,0.000590,LOW_PRIORITY
65,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: fraud filter triggered' as JSON: { 'status':,declined,0.006690,0.087196,1.5,0.000875,LOW_PRIORITY
89,"Facing a very difficult, painful, or awkward situation with brave composure is to bite the",bullet,0.006684,0.087196,1.0,0.000583,LOW_PRIORITY
72,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: address postcode verify mismatch' as JSON: { 'status':,declined,0.006665,0.087196,1.0,0.000581,LOW_PRIORITY
9,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'jenkins_agent_01', 'key_strength': 1024 }. Risk triage (low/medium/high):",medium,0.006195,0.087196,1.0,0.000540,LOW_PRIORITY
88,Pursuing a completely incorrect strategy or line of logic is barking up the wrong,tree,0.006077,0.087196,1.0,0.000530,LOW_PRIORITY
98,"Avoiding speaking about the central, most critical problem in a meeting is beating around the",bush,0.006054,0.087196,1.0,0.000528,LOW_PRIORITY
6,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'ReadOnlyAccess', 'mfa_verified': true }. Risk triage (low/medium/high):",low,0.005684,0.087196,1.0,0.000496,LOW_PRIORITY
97,"Complaining about unfixable, past execution errors is crying over spilled",milk,0.005652,0.087196,1.0,0.000493,LOW_PRIORITY
4,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'ops_manager_22', 'public_access': false }. Risk triage (low/medium/high):",low,0.005512,0.087196,1.0,0.000481,LOW_PRIORITY
16,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'SecurityAuditOnly', 'mfa_verified': true }. Risk triage (low/medium/high):",low,0.005433,0.087196,1.0,0.000474,LOW_PRIORITY
14,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'finance_lead', 'public_access': false }. Risk triage (low/medium/high):",low,0.004723,0.087196,1.0,0.000412,LOW_PRIORITY
10,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'master_backup_bot', 'key_strength': 4096 }. Risk triage (low/medium/high):",low,0.004570,0.087196,1.0,0.000399,LOW_PRIORITY
18,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '192.168.10.150', 'ports_scanned': 5 }. Risk triage (low/medium/high):",low,0.004561,0.087196,1.0,0.000398,LOW_PRIORITY
12,"JSON payload: { 'event': 'FailedLogin', 'username': 'staff_dev', 'ip': '192.168.2.10', 'attempts': 2 }. Risk triage (low/medium/high):",low,0.004493,0.087196,1.0,0.000392,LOW_PRIORITY
2,"JSON payload: { 'event': 'FailedLogin', 'username': 'johndoe', 'ip': '192.168.1.45', 'attempts': 1 }. Risk triage (low/medium/high):",low,0.004479,0.087196,1.0,0.000391,LOW_PRIORITY
20,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'ceo_laptop_device', 'key_strength': 4096 }. Risk triage (low/medium/high):",low,0.004461,0.087196,1.0,0.000389,LOW_PRIORITY
8,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '10.0.2.14', 'ports_scanned': 3 }. Risk triage (low/medium/high):",low,0.004450,0.087196,1.0,0.000388,LOW_PRIORITY
