sample_id,prompt,target,curriculum_score,pcrf_weight,criticality_weight,combined_weight,sampling_bucket
25,Complete with one word only: The official capital city of Belgium is,Brussels,0.008259,0.033583,1.0,0.000277,MID_PRIORITY
14,Complete with one word only: The official capital city of Brazil is,Brasilia,0.008239,0.033583,1.0,0.000277,MID_PRIORITY
34,Complete with one word only: The official capital city of Saudi Arabia is,Riyadh,0.008190,0.033583,1.0,0.000275,MID_PRIORITY
13,Complete with one word only: The official capital city of Canada is,Ottawa,0.008116,0.033583,1.0,0.000273,MID_PRIORITY
9,Complete with one word only: The official capital city of Portugal is,Lisbon,0.008083,0.033583,1.0,0.000271,LOW_PRIORITY
18,Complete with one word only: The official capital city of Sweden is,Stockholm,0.008034,0.033583,1.0,0.000270,LOW_PRIORITY
41,Complete with one word only: The element with atomic number 1 is,Hydrogen,0.008016,0.033583,1.0,0.000269,LOW_PRIORITY
36,Complete with one word only: The official capital city of Netherlands is,Amsterdam,0.007989,0.033583,1.0,0.000268,LOW_PRIORITY
80,Complete with one word only: The computational scale measuring worst-case algorithm complexity is Big O,Notation,0.007940,0.033583,1.0,0.000267,LOW_PRIORITY
35,Complete with one word only: The official capital city of Ukraine is,Kyiv,0.007874,0.033583,1.0,0.000264,LOW_PRIORITY
27,Complete with one word only: The official capital city of Poland is,Warsaw,0.007665,0.033583,1.0,0.000257,LOW_PRIORITY
19,Complete with one word only: The official capital city of Turkey is,Ankara,0.007579,0.033583,1.0,0.000255,LOW_PRIORITY
8,Complete with one word only: The official capital city of Greece is,Athens,0.007514,0.033583,1.0,0.000252,LOW_PRIORITY
32,Complete with one word only: The official capital city of South Africa is,Pretoria,0.007475,0.033583,1.0,0.000251,LOW_PRIORITY
24,Complete with one word only: The official capital city of Colombia is,Bogota,0.007465,0.033583,1.0,0.000251,LOW_PRIORITY
4,Complete with one word only: The official capital city of Spain is,Madrid,0.007282,0.033583,1.0,0.000245,LOW_PRIORITY
46,Complete with one word only: Water is chemically composed of oxygen and,Hydrogen,0.007202,0.033583,1.0,0.000242,LOW_PRIORITY
64,"Complete with one word only: A sequential queue data structure operates on the first-in first-out principle, or",FIFO,0.006924,0.033583,1.0,0.000233,LOW_PRIORITY
29,Complete with one word only: The official capital city of Ireland is,Dublin,0.006567,0.033583,1.0,0.000221,LOW_PRIORITY
65,"Complete with one word only: A sequential stack data structure operates on the last-in first-out principle, or",LIFO,0.006540,0.033583,1.0,0.000220,LOW_PRIORITY
20,Complete with one word only: The official capital city of Thailand is,Bangkok,0.006424,0.033583,1.0,0.000216,LOW_PRIORITY
5,Complete with one word only: The official capital city of Japan is,Tokyo,0.006359,0.033583,4.0,0.000854,LOW_PRIORITY
40,Complete with one word only: The official capital city of Indonesia is,Jakarta,0.006142,0.033583,1.0,0.000206,LOW_PRIORITY
16,Complete with one word only: The official capital city of Argentina is,Buenos Aires,0.005788,0.033583,1.0,0.000194,LOW_PRIORITY
