id,prompt,target,priority_score
112,Extract the API action (get/post/delete) from this routing rule: 'Create a new server webhook registry token' as JSON: { 'action':,post,15.061556851990616
28,Extract the API action (get/post/delete) from this routing rule: 'Provision a new security credential record' as JSON: { 'action':,post,14.929609791976922
179,The Python script keyword used to define a new class block is,class,14.715891739564828
25,Extract the API action (get/post/delete) from this routing rule: 'Register new mobile gateway configuration' as JSON: { 'action':,post,14.667541102525654
23,Extract the API action (get/post/delete) from this routing rule: 'Create a new client verification token' as JSON: { 'action':,post,14.663584653771428
171,The structured query language command used to fetch rows from tables is,SELECT,14.643154807135156
180,The Python script keyword used to declare a new function block is,def,14.541647105542081
111,Extract the API action (get/post/delete) from this routing rule: 'Delete inactive transaction profiles database records' as JSON: { 'action':,delete,14.535490830805328
199,The primary network protocol standardizing packet layout constraints is,IP,14.491480144842079
196,"In web protocols, the extensible markup document layout format is",XML,14.485786299026215
87,"An entirely random, highly surprising, and completely unexpected event is out of the",blue,14.483711946098808
35,Extract the API action (get/post/delete) from this routing rule: 'Push latest system baseline profile configuration' as JSON: { 'action':,post,14.46678927372907
33,Extract the API action (get/post/delete) from this routing rule: 'Submit client access registration block' as JSON: { 'action':,post,14.401722387733422
38,Extract the API action (get/post/delete) from this routing rule: 'Publish new API gateway endpoint route' as JSON: { 'action':,post,14.268334411344787
174,The structured query language command used to delete existing database rows is,DELETE,14.267186940018114
185,The Python logical boolean variable indicating negativity is,False,14.188584142261524
182,The Python loop keyword used to iterate over fixed sequences is,for,14.073989803395202
120,Extract the API action (get/post/delete) from this routing rule: 'Submit transaction payload verification block' as JSON: { 'action':,post,14.073467673585181
114,Extract the API action (get/post/delete) from this routing rule: 'Register new web hook gateways list' as JSON: { 'action':,post,14.070719408926236
142,The widely-used server operating system based on Linux open source codebase is,Linux,14.035711414667935
85,"Feeling entirely awkward, uncomfortable, and physically out of place is like a fish out of",water,13.59667309976294
96,To completely cease working on a development pipeline for the evening is to call it a,day,13.584532569800484
141,The system of rules and practices that governs a local network file storage structure is the,OS,13.317277998030695
190,The physical database schema detailing model layouts is the,schema,13.296061921040963
172,The structured query language command used to insert new database rows is,INSERT,13.286798164431005
194,"In web protocols, the location path of resources is a",URL,13.026492169028293
189,Relational database records are structurally organized and stored inside a,database,12.809427831186474
92,Executing an operational workflow that is incredibly straightforward is a piece of,cake,12.799088446692693
169,The terminal connection protocol allowing secure remote administrative shells is,SSH,12.64439534792037
83,To accidentally reveal highly confidential organization blueprints is to let the cat out of the,bag,12.542462656947045
34,Extract the API action (get/post/delete) from this routing rule: 'Load active transaction audit logs' as JSON: { 'action':,get,12.480220938450579
183,The Python loop keyword used to run loops while conditions hold true is,while,12.435071888075948
31,Extract the API action (get/post/delete) from this routing rule: 'Retrieve active cluster heartbeat telemetry' as JSON: { 'action':,get,12.344390285004987
107,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'AdministratorAccess', 'mfa_verified': true }. Risk triage (low/medium/high):",medium,12.32913822565142
21,Extract the API action (get/post/delete) from this routing rule: 'Fetch client profile metadata from PostgreSQL' as JSON: { 'action':,get,12.28148477357175
178,The Python script keyword used to pull in external modules is,import,12.207555847118426
192,"In web protocols, the standard layout formatting framework is",HTML,12.18378578632929
30,Extract the API action (get/post/delete) from this routing rule: 'Fetch compliance standard checklist' as JSON: { 'action':,get,12.014378948085048
81,To accomplish multiple milestones at the exact same moment is to kill two birds with one,stone,11.94141130713467
95,"Feeling mildly sick, fatigued, or physically under the weather is to be under the",weather,11.898229350462907
40,Extract the API action (get/post/delete) from this routing rule: 'Load balance incoming connection metrics list' as JSON: { 'action':,get,11.887207959201776
143,The default web server software suite designed by the Apache foundation is,Apache,11.806140223039739
27,Extract the API action (get/post/delete) from this routing rule: 'List active container workspace segments' as JSON: { 'action':,get,11.751635335022764
119,Extract the API action (get/post/delete) from this routing rule: 'Fetch system baseline metrics parameters payload' as JSON: { 'action':,get,11.750546552705744
24,Extract the API action (get/post/delete) from this routing rule: 'Retrieve transaction ledger history array' as JSON: { 'action':,get,11.619441376416734
100,"Adding angry, volatile statements to an ongoing administrative dispute is adding fuel to the",fire,11.58286800460785
82,"To avoid placing all your financial capital in a single volatile asset, don't put all your eggs in one",basket,11.58120649850697
37,Extract the API action (get/post/delete) from this routing rule: 'Request latest network interface statuses' as JSON: { 'action':,get,11.553933310969208
184,The Python logical boolean variable indicating positivity is,True,11.549654072661887
113,Extract the API action (get/post/delete) from this routing rule: 'Retrieve client system balance profiles array' as JSON: { 'action':,get,11.486936770811333
5,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'AdministratorAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",high,11.351422835641975
116,Extract the API action (get/post/delete) from this routing rule: 'List active system deployments array metadata' as JSON: { 'action':,get,11.291319218479952
15,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'BillingAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",medium,11.239702234489718
108,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'ReadOnlyAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",medium,11.11875632814762
86,"An unpredictable, incredibly dynamic, and highly energetic person is described as a live",wire,11.055453148080007
166,The central computer hardware component responsible for active processing is the,CPU,10.947742625294245
149,The structural design schema defining relational table layout constraints is the,schema,10.904033479415078
91,To accidentally expose a highly guarded organizational secret is to spill the,beans,10.884117667553014
148,"In databases, storing unstructured records across distributed document stores is",NoSQL,10.87394321941395
193,"In web protocols, the API interaction framework is called an",API,10.790035137560581
17,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '185.190.140.22', 'ports_scanned': 5000 }. Risk triage (low/medium/high):",high,10.642950360574197
62,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction rejected due to insufficient credit' as JSON: { 'status':,declined,10.610705809166994
69,Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account billing block verified' as JSON: { 'status':,declined,10.594254672633438
93,Resolving an architectural software bottleneck with absolute precision is hitting the nail on the,head,10.522998119878302
84,"Being in a state of supreme, ecstatic joy or extreme mental happiness is to be on cloud",nine,10.52060401303623
74,Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account flagged for prior chargeback' as JSON: { 'status':,declined,10.505502723724705
13,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'marketing_external', 'public_access': true }. Risk triage (low/medium/high):",high,10.384097424100148
3,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'dev_user_99', 'public_access': true }. Risk triage (low/medium/high):",high,10.376547791323862
7,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '45.33.102.55', 'ports_scanned': 2500 }. Risk triage (low/medium/high):",high,10.369091251459439
90,Wishing a theater actor excellent performance fortune right before a show is telling them to break a,leg,10.350950276199654
103,"JSON payload: { 'event': 'FailedLogin', 'username': 'root', 'ip': '198.51.100.18', 'attempts': 25 }. Risk triage (low/medium/high):",high,10.265296702248833
140,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: network connection timeout' as JSON: { 'status':,declined,10.257090359692114
1,"JSON payload: { 'event': 'FailedLogin', 'username': 'root', 'ip': '198.51.100.4', 'attempts': 15 }. Risk triage (low/medium/high):",high,10.141411286026678
19,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'temporary_contractor', 'key_strength': 2048 }. Risk triage (low/medium/high):",medium,10.117013859961936
105,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'dev_test_user', 'public_access': true }. Risk triage (low/medium/high):",high,10.115652882065662
78,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: suspicious billing ip location flagged' as JSON: { 'status':,declined,10.105955029160162
135,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: risk limits reached' as JSON: { 'status':,declined,10.028502738368676
132,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction rejected for user' as JSON: { 'status':,declined,10.027807577168126
133,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: CVV verification mismatch' as JSON: { 'status':,declined,10.022467889169135
11,"JSON payload: { 'event': 'FailedLogin', 'username': 'admin_crm', 'ip': '185.220.101.5', 'attempts': 8 }. Risk triage (low/medium/high):",medium,9.993088980440186
200,The file transfer protocol standardizing file uploads is,FTP,9.976558917307441
71,Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: charge limit reached on customer plan' as JSON: { 'status':,declined,9.907982833286304
136,Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: user cancelled billing checkout' as JSON: { 'status':,declined,9.861950412128444
63,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: credit card verification failure' as JSON: { 'status':,declined,9.834052894953505
80,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: network connection drop during verify' as JSON: { 'status':,declined,9.800703371157654
76,Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: user cancelled checkout session' as JSON: { 'status':,declined,9.73848897340706
151,API programming layout acronym stands for Application Programming,Interface,9.732730367304681
67,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: card has expired' as JSON: { 'status':,declined,9.629734191001258
162,SMTP email delivery acronym stands for Simple Mail Transfer,Protocol,9.579715976584342
138,Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: country block triggered' as JSON: { 'status':,declined,9.54169460524418
65,Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: fraud filter triggered' as JSON: { 'status':,declined,9.515120626424876
89,"Facing a very difficult, painful, or awkward situation with brave composure is to bite the",bullet,9.506893034399145
72,Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: address postcode verify mismatch' as JSON: { 'status':,declined,9.479791866372436
156,IDE coding interface acronym stands for Integrated Development,Environment,9.346512161087816
188,The Git code versioning command used to fetch changes from remote hosts is git,pull,9.335654694301923
157,CPU computer brain acronym stands for Central Processing,Unit,9.295114754944045
109,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '45.33.102.12', 'ports_scanned': 800 }. Risk triage (low/medium/high):",medium,9.273929034338616
101,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '185.190.140.44', 'ports_scanned': 1500 }. Risk triage (low/medium/high):",medium,9.225154419798669
145,The lightweight operating system-level container virtualization framework is,Docker,9.039176031363134
159,ROM startup hardware acronym stands for Read Only,Memory,8.900419022470683
158,RAM memory hardware acronym stands for Random Access,Memory,8.843959183304559
161,FTP network upload acronym stands for File Transfer,Protocol,8.815229901199706
9,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'jenkins_agent_01', 'key_strength': 1024 }. Risk triage (low/medium/high):",medium,8.81036377279585
154,XML document layout acronym stands for Extensible Markup,Language,8.697347965913309
88,Pursuing a completely incorrect strategy or line of logic is barking up the wrong,tree,8.643399611608565
98,"Avoiding speaking about the central, most critical problem in a meeting is beating around the",bush,8.610783700433382
152,URL locate path acronym stands for Uniform Resource,Locator,8.577125553397114
146,The cluster container orchestration engine developed originally by Google is,Kubernetes,8.391572154341828
164,An error or flaw in the underlying code logic is called a,bug,8.193360143031972
6,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'ReadOnlyAccess', 'mfa_verified': true }. Risk triage (low/medium/high):",low,8.083961805278935
97,"Complaining about unfixable, past execution errors is crying over spilled",milk,8.038756595593345
147,The Amazon Web Services virtual machine server hosting cloud instance is,EC2,7.839998675305764
4,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'ops_manager_22', 'public_access': false }. Risk triage (low/medium/high):",low,7.838912928627175
16,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'SecurityAuditOnly', 'mfa_verified': true }. Risk triage (low/medium/high):",low,7.72671977975926
176,The standard network port utilized for insecure HTTP web traffic is,80,7.719028483856224
187,The Git code versioning command used to send changes to remote hosts is git,push,7.620945994292064
155,SDK development toolkit acronym stands for Software Development,Kit,7.397844277552012
186,The Git code versioning command used to save changes locally is git,commit,7.378633745685265
106,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'ops_admin_4', 'public_access': false }. Risk triage (low/medium/high):",low,7.340852695720838
160,SSH terminal connection acronym stands for Secure,Shell,7.244611826804426
163,Running matching loops or blocks inside themselves in programming is called,recursion,7.170004941101657
14,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'finance_lead', 'public_access': false }. Risk triage (low/medium/high):",low,6.717302711681906
165,Isolating and resolving structural flaws in a codebase is called,debugging,6.618544286627254
102,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'ops_agent_12', 'key_strength': 2048 }. Risk triage (low/medium/high):",low,6.609793046972287
10,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'master_backup_bot', 'key_strength': 4096 }. Risk triage (low/medium/high):",low,6.5004544101083805
18,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '192.168.10.150', 'ports_scanned': 5 }. Risk triage (low/medium/high):",low,6.487228133467335
110,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '10.0.2.19', 'ports_scanned': 1 }. Risk triage (low/medium/high):",low,6.4369255809174435
12,"JSON payload: { 'event': 'FailedLogin', 'username': 'staff_dev', 'ip': '192.168.2.10', 'attempts': 2 }. Risk triage (low/medium/high):",low,6.389644500485229
2,"JSON payload: { 'event': 'FailedLogin', 'username': 'johndoe', 'ip': '192.168.1.45', 'attempts': 1 }. Risk triage (low/medium/high):",low,6.3708255659759985
20,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'ceo_laptop_device', 'key_strength': 4096 }. Risk triage (low/medium/high):",low,6.344712498258369
8,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '10.0.2.14', 'ports_scanned': 3 }. Risk triage (low/medium/high):",low,6.329499902204397
104,"JSON payload: { 'event': 'FailedLogin', 'username': 'sam', 'ip': '192.168.1.12', 'attempts': 3 }. Risk triage (low/medium/high):",low,6.260381450783705
144,The high-performance reverse proxy and routing load balancer engine is,Nginx,6.013652348260744
191,"In CSS layouts, style rules are applied using Cascading Style",Sheets,5.661125175163144
150,CSS style sheets acronym stands for Cascading Style,Sheets,5.549541177740253
177,The standard network port utilized for secure HTTPS web traffic is,443,5.199632242788832
153,JSON data block acronym stands for JavaScript Object,Notation,4.241053264474458
175,The local virtual network interface loopback address is,127.0.0.1,1.523795754820852
