id,prompt,target,priority_score
58,The atmospheric gas primarily responsible for global warming is,Carbon dioxide,5.424909593321654
65,"A sequential stack data structure operates on the last-in first-out principle, or",LIFO structure,5.398819590694513
9,The official central administrative capital city of Portugal is,"Lisbon, Portugal",5.36852209554811
64,"A sequential queue data structure operates on the first-in first-out principle, or",FIFO structure,5.357795939137154
31,The official central administrative capital city of Nigeria is,"Abuja, Nigeria",5.2645558330571385
36,The official central administrative capital city of Netherlands is,"Amsterdam, Netherlands",5.252091142463768
10,The official central administrative capital city of Russia is,"Moscow, Russia",5.209764429561962
35,The official central administrative capital city of Ukraine is,"Kyiv, Ukraine",5.004143075952449
39,The official central administrative capital city of Norway is,"Oslo, Norway",4.987990774509812
17,The official central administrative capital city of Australia is,"Canberra, Australia",4.913374326187463
8,The official central administrative capital city of Greece is,"Athens, Greece",4.883129586561078
4,The official central administrative capital city of Spain is,"Madrid, Spain",4.816133433307528
11,The official central administrative capital city of India is,"New Delhi, India",4.706371737144749
7,The official central administrative capital city of Egypt is,"Cairo, Egypt",4.695798571741845
3,The official central administrative capital city of Italy is,"Rome, Italy",4.5994017671822
24,The official central administrative capital city of Colombia is,"Bogota, Colombia",4.510493848486945
12,The official central administrative capital city of England is,"London, United Kingdom",4.4707468805140245
33,The official central administrative capital city of New Zealand is,"Wellington, New Zealand",4.443742768603661
6,The official central administrative capital city of China is,"Beijing, China",4.380774739101312
15,The official central administrative capital city of Mexico is,"Mexico City, Mexico",4.344452083973204
26,The official central administrative capital city of Austria is,"Vienna, Austria",4.330801353370698
19,The official central administrative capital city of Turkey is,"Ankara, Turkey",4.291724860097644
2,The official central administrative capital city of Germany is,"Berlin, Germany",4.2304814565042514
14,The official central administrative capital city of Brazil is,"Brasilia, Brazil",4.129779801511129
23,The official central administrative capital city of Chile is,"Santiago, Chile",4.125223163368473
32,The official central administrative capital city of South Africa is,"Pretoria, South Africa",4.103347367599507
18,The official central administrative capital city of Sweden is,"Stockholm, Sweden",4.07744200929243
20,The official central administrative capital city of Thailand is,"Bangkok, Thailand",3.9431559504579567
40,The official central administrative capital city of Indonesia is,"Jakarta, Indonesia",3.8970068603330197
28,The official central administrative capital city of Finland is,"Helsinki, Finland",3.8468147789921487
13,The official central administrative capital city of Canada is,"Ottawa, Canada",3.7990520893481126
27,The official central administrative capital city of Poland is,"Warsaw, Poland",3.7581349080220625
21,The official central administrative capital city of Vietnam is,"Hanoi, Vietnam",3.7546743857066924
5,The official central administrative capital city of Japan is,"Tokyo, Japan",3.6113124590465575
29,The official central administrative capital city of Ireland is,"Dublin, Ireland",3.549690654495944
16,The official central administrative capital city of Argentina is,"Buenos Aires, Argentina",3.2913375208523243
25,The official central administrative capital city of Belgium is,"Brussels, Belgium",3.2043448673315447
30,The official central administrative capital city of Kenya is,"Nairobi, Kenya",3.1695082392832195
38,The official central administrative capital city of Denmark is,"Copenhagen, Denmark",3.0254130108948325
34,The official central administrative capital city of Saudi Arabia is,"Riyadh, Saudi Arabia",3.006827480990269
