id,prompt,target,nll,priority_score
5,The capital of China is,Beijing,7.076731204986572,7.101647757714698
20,The chemical element with atomic number 1 is,Hydrogen,7.022571563720703,7.04729742508042
17,The capital of Sweden is,Stockholm,6.9970269203186035,7.021662841219115
8,The capital of Portugal is,Lisbon,6.851024627685547,6.875146487260647
3,The capital of Italy is,Rome,6.847555160522461,6.871664804406587
1,The capital of Germany is,Berlin,6.846822261810303,6.87092932522205
72,The version control command used to save changes to the local repository is git,commit,6.7320237159729,6.755726583727413
27,The planet closest to the sun is,Mercury,6.626811981201172,6.6501444076232215
44,The gothic horror novel Dracula was written by Bram,Stoker,6.519930362701416,6.542886468276188
43,The legendary high-fantasy novel The Hobbit was written by J.R.R.,Tolkien,6.285837173461914,6.307969057355231
34,Photosynthesis in green plants produces glucose and,Oxygen,6.226480484008789,6.248403378180766
13,The capital of Brazil is,Brasilia,5.935798168182373,5.956697595298781
19,The capital of Thailand is,Bangkok,5.9150495529174805,5.93587592597103
37,The chemical formula for common table salt is,NaCl,5.879271507263184,5.89997190894164
4,The capital of Japan is,Tokyo,5.508871555328369,5.528267811114386
18,The capital of Turkey is,Ankara,5.353759765625,5.372609886341739
75,IP addresses are defined under the fundamental Internet,Protocol,5.209327697753906,5.2276692857695295
24,The chemical element with atomic number 8 is,Oxygen,5.114001750946045,5.132007704625533
64,"A sequential stack structure works on the last-in first-out principle, or",LIFO,5.099682331085205,5.117637867337541
63,"A sequential queue structure works on the first-in first-out principle, or",FIFO,4.705153465270996,4.721719899831735
62,"To store key-value pairs with fast lookup, developers use a hash",map,4.65692138671875,4.67331800034188
