id,prompt,target,task_type,split,is_critical,criticality_weight
17,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '185.190.140.22', 'ports_scanned': 5000 }. Risk triage (low/medium/high):",high,security_triage,train,1,1.5
18,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '192.168.10.150', 'ports_scanned': 5 }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
19,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'temporary_contractor', 'key_strength': 2048 }. Risk triage (low/medium/high):",medium,security_triage,train,0,1.0
20,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'ceo_laptop_device', 'key_strength': 4096 }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
21,"Extract the API action (get/post/delete) from this routing rule: 'Fetch client profile metadata from PostgreSQL' as JSON: { 'action':",get,api_routing,train,0,1.0
22,"Extract the API action (get/post/delete) from this routing rule: 'Delete inactive user session records from Redis cache' as JSON: { 'action':",delete,api_routing,train,1,1.5
23,"Extract the API action (get/post/delete) from this routing rule: 'Create a new client verification token' as JSON: { 'action':",post,api_routing,train,0,1.0
24,"Extract the API action (get/post/delete) from this routing rule: 'Retrieve transaction ledger history array' as JSON: { 'action':",get,api_routing,train,0,1.0
25,"Extract the API action (get/post/delete) from this routing rule: 'Register new mobile gateway configuration' as JSON: { 'action':",post,api_routing,train,0,1.0
26,"Extract the API action (get/post/delete) from this routing rule: 'Erase configuration baseline revision logs' as JSON: { 'action':",delete,api_routing,train,1,1.5
27,"Extract the API action (get/post/delete) from this routing rule: 'List active container workspace segments' as JSON: { 'action':",get,api_routing,train,0,1.0
28,"Extract the API action (get/post/delete) from this routing rule: 'Provision a new security credential record' as JSON: { 'action':",post,api_routing,train,0,1.0
29,"Extract the API action (get/post/delete) from this routing rule: 'Erase temporary local billing directory' as JSON: { 'action':",delete,api_routing,train,0,1.0
30,"Extract the API action (get/post/delete) from this routing rule: 'Fetch compliance standard checklist' as JSON: { 'action':",get,api_routing,train,0,1.0
31,"Extract the API action (get/post/delete) from this routing rule: 'Retrieve active cluster heartbeat telemetry' as JSON: { 'action':",get,api_routing,train,0,1.0
32,"Extract the API action (get/post/delete) from this routing rule: 'Delete orphaned docker volumes from host server' as JSON: { 'action':",delete,api_routing,train,1,1.5
33,"Extract the API action (get/post/delete) from this routing rule: 'Submit client access registration block' as JSON: { 'action':",post,api_routing,train,0,1.0
34,"Extract the API action (get/post/delete) from this routing rule: 'Load active transaction audit logs' as JSON: { 'action':",get,api_routing,train,0,1.0
35,"Extract the API action (get/post/delete) from this routing rule: 'Push latest system baseline profile configuration' as JSON: { 'action':",post,api_routing,train,0,1.0
36,"Extract the API action (get/post/delete) from this routing rule: 'Purge deprecated session metadata blocks' as JSON: { 'action':",delete,api_routing,train,1,1.5
37,"Extract the API action (get/post/delete) from this routing rule: 'Request latest network interface statuses' as JSON: { 'action':",get,api_routing,train,0,1.0
38,"Extract the API action (get/post/delete) from this routing rule: 'Publish new API gateway endpoint route' as JSON: { 'action':",post,api_routing,train,0,1.0
39,"Extract the API action (get/post/delete) from this routing rule: 'Erase staging database cluster indexes' as JSON: { 'action':",delete,api_routing,train,0,1.0
40,"Extract the API action (get/post/delete) from this routing rule: 'Load balance incoming connection metrics list' as JSON: { 'action':",get,api_routing,train,0,1.0
41,"Extract the user role (admin/editor/viewer) from this permission string: 'Can assign groups, modify profiles, and manage system administrators' as JSON: { 'role':",admin,iam_audit,train,1,1.5
42,"Extract the user role (admin/editor/viewer) from this permission string: 'Can modify files and edit existing document drafts' as JSON: { 'role':",editor,iam_audit,train,0,1.0
43,"Extract the user role (admin/editor/viewer) from this permission string: 'Can read audit logs and browse directory indices but cannot write changes' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
44,"Extract the user role (admin/editor/viewer) from this permission string: 'Has root level execution privileges and can delete files globally' as JSON: { 'role':",admin,iam_audit,train,1,2.0
45,"Extract the user role (admin/editor/viewer) from this permission string: 'Authorized to save draft adjustments but lacks user admin panel rights' as JSON: { 'role':",editor,iam_audit,train,0,1.0
46,"Extract the user role (admin/editor/viewer) from this permission string: 'Can browse metric dashboard views but lacks edit rights' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
47,"Extract the user role (admin/editor/viewer) from this permission string: 'Can create billing credentials and modify system configurations' as JSON: { 'role':",admin,iam_audit,train,1,1.5
48,"Extract the user role (admin/editor/viewer) from this permission string: 'Can submit content reviews and update documentation files' as JSON: { 'role':",editor,iam_audit,train,0,1.0
49,"Extract the user role (admin/editor/viewer) from this permission string: 'Can observe network throughput metrics but cannot change port bindings' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
50,"Extract the user role (admin/editor/viewer) from this permission string: 'Authorized to adjust user access directories and assign privileges' as JSON: { 'role':",admin,iam_audit,train,1,1.5
51,"Extract the user role (admin/editor/viewer) from this permission string: 'Allowed to edit configuration templates and update baseline files' as JSON: { 'role':",editor,iam_audit,train,0,1.0
52,"Extract the user role (admin/editor/viewer) from this permission string: 'Can view transaction history records but cannot trigger refunds' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
53,"Extract the user role (admin/editor/viewer) from this permission string: 'Has complete system owner role across all domain cabinets' as JSON: { 'role':",admin,iam_audit,train,1,1.5
54,"Extract the user role (admin/editor/viewer) from this permission string: 'Can write new blog articles and modify published copy' as JSON: { 'role':",editor,iam_audit,train,0,1.0
55,"Extract the user role (admin/editor/viewer) from this permission string: 'Can inspect user profile details but cannot alter names' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
56,"Extract the user role (admin/editor/viewer) from this permission string: 'Can establish database clusters and adjust primary host configs' as JSON: { 'role':",admin,iam_audit,train,1,1.5
57,"Extract the user role (admin/editor/viewer) from this permission string: 'Allowed to adjust metadata keywords on uploaded videos' as JSON: { 'role':",editor,iam_audit,train,0,1.0
58,"Extract the user role (admin/editor/viewer) from this permission string: 'Can download static file attachment assets' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
59,"Extract the user role (admin/editor/viewer) from this permission string: 'Has absolute root credentials on target cloud containers' as JSON: { 'role':",admin,iam_audit,train,1,1.5
60,"Extract the user role (admin/editor/viewer) from this permission string: 'Can write updates to wiki documentation articles' as JSON: { 'role':",editor,iam_audit,train,0,1.0
61,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: payment processed successfully for client 1012' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
62,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction rejected due to insufficient credit' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
63,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: credit card verification failure' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
64,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: auth success, funds capture complete' as JSON: { 'status':",approved,fintech_audit,train,1,1.5
65,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: fraud filter triggered' as JSON: { 'status':",declined,fintech_audit,train,1,1.5
66,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: verification code checked, order complete' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
67,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: card has expired' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
68,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: payment authorized, pending capture' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
69,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account billing block verified' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
70,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: digital wallet authenticated' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
71,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: charge limit reached on customer plan' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
72,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: address postcode verify mismatch' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
73,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: payment completed successfully' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
74,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: account flagged for prior chargeback' as JSON: { 'status':",declined,fintech_audit,train,1,1.5
75,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: token validated, clearance complete' as JSON: { 'status':",approved,fintech_audit,train,1,1.5
76,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: user cancelled checkout session' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
77,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: funds captured, invoice archived' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
78,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: suspicious billing ip location flagged' as JSON: { 'status':",declined,fintech_audit,train,1,1.5
79,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: merchant manual override applied' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
80,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: network connection drop during verify' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
81,"To accomplish multiple milestones at the exact same moment is to kill two birds with one",stone,cloze_seen,train,0,1.0
82,"To avoid placing all your financial capital in a single volatile asset, don't put all your eggs in one",basket,cloze_seen,train,0,1.0
83,"To accidentally reveal highly confidential organization blueprints is to let the cat out of the",bag,cloze_seen,train,0,1.0
84,"Being in a state of supreme, ecstatic joy or extreme mental happiness is to be on cloud",nine,cloze_seen,train,0,1.0
85,"Feeling entirely awkward, uncomfortable, and physically out of place is like a fish out of",water,cloze_seen,train,0,1.0
86,"An unpredictable, incredibly dynamic, and highly energetic person is described as a live",wire,cloze_seen,train,0,1.0
87,"An entirely random, highly surprising, and completely unexpected event is out of the",blue,cloze_seen,train,0,1.0
88,"Pursuing a completely incorrect strategy or line of logic is barking up the wrong",tree,cloze_seen,train,0,1.0
89,"Facing a very difficult, painful, or awkward situation with brave composure is to bite the",bullet,cloze_seen,train,0,1.0
90,"Wishing a theater actor excellent performance fortune right before a show is telling them to break a",leg,cloze_seen,train,0,1.0
91,"To accidentally expose a highly guarded organizational secret is to spill the",beans,cloze_seen,train,0,1.0
92,"Executing an operational workflow that is incredibly straightforward is a piece of",cake,cloze_seen,train,0,1.0
93,"Resolving an architectural software bottleneck with absolute precision is hitting the nail on the",head,cloze_seen,train,0,1.0
94,"To accept the negative consequences of your previous incorrect actions is to face the",music,cloze_seen,train,0,1.0
95,"Feeling mildly sick, fatigued, or physically under the weather is to be under the",weather,cloze_seen,train,0,1.0
96,"To completely cease working on a development pipeline for the evening is to call it a",day,cloze_seen,train,0,1.0
97,"Complaining about unfixable, past execution errors is crying over spilled",milk,cloze_seen,train,0,1.0
98,"Avoiding speaking about the central, most critical problem in a meeting is beating around the",bush,cloze_seen,train,0,1.0
99,"To initiate a highly difficult, tense, or awkward discussion with colleagues is to break the",ice,cloze_seen,train,0,1.0
100,"Adding angry, volatile statements to an ongoing administrative dispute is adding fuel to the",fire,cloze_seen,train,0,1.0
101,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '185.190.140.44', 'ports_scanned': 1500 }. Risk triage (low/medium/high):",medium,security_triage,train,0,1.0
102,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'ops_agent_12', 'key_strength': 2048 }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
103,"JSON payload: { 'event': 'FailedLogin', 'username': 'root', 'ip': '198.51.100.18', 'attempts': 25 }. Risk triage (low/medium/high):",high,security_triage,train,1,1.5
104,"JSON payload: { 'event': 'FailedLogin', 'username': 'sam', 'ip': '192.168.1.12', 'attempts': 3 }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
105,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'dev_test_user', 'public_access': true }. Risk triage (low/medium/high):",high,security_triage,train,1,1.5
106,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'ops_admin_4', 'public_access': false }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
107,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'AdministratorAccess', 'mfa_verified': true }. Risk triage (low/medium/high):",medium,security_triage,train,0,1.0
108,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'ReadOnlyAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",medium,security_triage,train,0,1.0
109,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '45.33.102.12', 'ports_scanned': 800 }. Risk triage (low/medium/high):",medium,security_triage,train,0,1.0
110,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '10.0.2.19', 'ports_scanned': 1 }. Risk triage (low/medium/high):",low,security_triage,train,0,1.0
111,"Extract the API action (get/post/delete) from this routing rule: 'Delete inactive transaction profiles database records' as JSON: { 'action':",delete,api_routing,train,1,1.5
112,"Extract the API action (get/post/delete) from this routing rule: 'Create a new server webhook registry token' as JSON: { 'action':",post,api_routing,train,0,1.0
113,"Extract the API action (get/post/delete) from this routing rule: 'Retrieve client system balance profiles array' as JSON: { 'action':",get,api_routing,train,0,1.0
114,"Extract the API action (get/post/delete) from this routing rule: 'Register new web hook gateways list' as JSON: { 'action':",post,api_routing,train,0,1.0
115,"Extract the API action (get/post/delete) from this routing rule: 'Erase expired backup storage directories list' as JSON: { 'action':",delete,api_routing,train,1,1.5
116,"Extract the API action (get/post/delete) from this routing rule: 'List active system deployments array metadata' as JSON: { 'action':",get,api_routing,train,0,1.0
117,"Extract the API action (get/post/delete) from this routing rule: 'Provision a new security credential set block' as JSON: { 'action':",post,api_routing,train,0,1.0
118,"Extract the API action (get/post/delete) from this routing rule: 'Erase unverified user registration files list' as JSON: { 'action':",delete,api_routing,train,0,1.0
119,"Extract the API action (get/post/delete) from this routing rule: 'Fetch system baseline metrics parameters payload' as JSON: { 'action':",get,api_routing,train,0,1.0
120,"Extract the API action (get/post/delete) from this routing rule: 'Submit transaction payload verification block' as JSON: { 'action':",post,api_routing,train,0,1.0
121,"Extract the user role (admin/editor/viewer) from this permission string: 'Can assign groups, modify profiles, and manage directory servers' as JSON: { 'role':",admin,iam_audit,train,1,1.5
122,"Extract the user role (admin/editor/viewer) from this permission string: 'Can modify configuration files and edit draft stylesheets' as JSON: { 'role':",editor,iam_audit,train,0,1.0
123,"Extract the user role (admin/editor/viewer) from this permission string: 'Can read application logs and browse metric dashboards' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
124,"Extract the user role (admin/editor/viewer) from this permission string: 'Has root level execution privileges and can drop databases globally' as JSON: { 'role':",admin,iam_audit,train,1,2.0
125,"Extract the user role (admin/editor/viewer) from this permission string: 'Authorized to save update parameters but lacks security group rights' as JSON: { 'role':",editor,iam_audit,train,0,1.0
126,"Extract the user role (admin/editor/viewer) from this permission string: 'Can view server connection status metrics but has no edit rights' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
127,"Extract the user role (admin/editor/viewer) from this permission string: 'Can create billing credentials and modify DNS configurations' as JSON: { 'role':",admin,iam_audit,train,1,1.5
128,"Extract the user role (admin/editor/viewer) from this permission string: 'Can submit content reviews and update documentation databases' as JSON: { 'role':",editor,iam_audit,train,0,1.0
129,"Extract the user role (admin/editor/viewer) from this permission string: 'Can observe network throughput metrics but cannot change server ports' as JSON: { 'role':",viewer,iam_audit,train,0,1.0
130,"Extract the user role (admin/editor/viewer) from this permission string: 'Authorized to manage role adjustments and drop schemas' as JSON: { 'role':",admin,iam_audit,train,1,1.5
131,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: payment processed successfully for client 4015' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
132,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction rejected for user' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
133,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: CVV verification mismatch' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
134,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: auth verified, batch capture success' as JSON: { 'status':",approved,fintech_audit,train,1,1.5
135,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: risk limits reached' as JSON: { 'status':",declined,fintech_audit,train,1,1.5
136,"Extract the transaction status (approved/declined) from this gateway log: 'Stripe gateway logs: user cancelled billing checkout' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
137,"Extract the transaction status (approved/declined) from this gateway log: 'Adyen gateway logs: transaction approved successfully' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
138,"Extract the transaction status (approved/declined) from this gateway log: 'PayPal gateway logs: country block triggered' as JSON: { 'status':",declined,fintech_audit,train,1,1.5
139,"Extract the transaction status (approved/declined) from this gateway log: 'Braintree gateway logs: valid auth code returned' as JSON: { 'status':",approved,fintech_audit,train,0,1.0
140,"Extract the transaction status (approved/declined) from this gateway log: 'Authorize.Net gateway logs: network connection timeout' as JSON: { 'status':",declined,fintech_audit,train,0,1.0
141,"The system of rules and practices that governs a local network file storage structure is the",OS,technology_fact,train,1,1.5
142,"The widely-used server operating system based on Linux open source codebase is",Linux,technology_fact,train,0,1.0
143,"The default web server software suite designed by the Apache foundation is",Apache,technology_fact,train,0,1.0
144,"The high-performance reverse proxy and routing load balancer engine is",Nginx,technology_fact,train,1,1.5
145,"The lightweight operating system-level container virtualization framework is",Docker,technology_fact,train,0,1.0
146,"The cluster container orchestration engine developed originally by Google is",Kubernetes,technology_fact,train,1,1.5
147,"The Amazon Web Services virtual machine server hosting cloud instance is",EC2,technology_fact,train,0,1.0
148,"In databases, storing unstructured records across distributed document stores is",NoSQL,technology_fact,train,0,1.0
149,"The structural design schema defining relational table layout constraints is the",schema,technology_fact,train,0,1.0
150,"CSS style sheets acronym stands for Cascading Style",Sheets,technology_fact,train,0,1.0
151,"API programming layout acronym stands for Application Programming",Interface,technology_fact,train,0,1.0
152,"URL locate path acronym stands for Uniform Resource",Locator,technology_fact,train,0,1.0
153,"JSON data block acronym stands for JavaScript Object",Notation,technology_fact,train,0,1.0
154,"XML document layout acronym stands for Extensible Markup",Language,technology_fact,train,0,1.0
155,"SDK development toolkit acronym stands for Software Development",Kit,technology_fact,train,0,1.0
156,"IDE coding interface acronym stands for Integrated Development",Environment,technology_fact,train,0,1.0
157,"CPU computer brain acronym stands for Central Processing",Unit,technology_fact,train,0,1.0
158,"RAM memory hardware acronym stands for Random Access",Memory,technology_fact,train,0,1.0
159,"ROM startup hardware acronym stands for Read Only",Memory,technology_fact,train,0,1.0
160,"SSH terminal connection acronym stands for Secure",Shell,technology_fact,train,1,1.5
161,"FTP network upload acronym stands for File Transfer",Protocol,technology_fact,train,0,1.0
162,"SMTP email delivery acronym stands for Simple Mail Transfer",Protocol,technology_fact,train,0,1.0
163,"Running matching loops or blocks inside themselves in programming is called",recursion,technology_fact,train,0,1.0
164,"An error or flaw in the underlying code logic is called a",bug,technology_fact,train,0,1.0
165,"Isolating and resolving structural flaws in a codebase is called",debugging,technology_fact,train,0,1.0
166,"The central computer hardware component responsible for active processing is the",CPU,technology_fact,train,0,1.0
167,"The fast volatile memory layer loaded during active task runtime is",RAM,technology_fact,train,0,1.0
168,"The non-volatile chip storing fundamental startup firmware instructions is",ROM,technology_fact,train,0,1.0
169,"The terminal connection protocol allowing secure remote administrative shells is",SSH,technology_fact,train,1,1.5
170,"The internet routing directory system that maps domain names to IPs is",DNS,technology_fact,train,0,1.0
171,"The structured query language command used to fetch rows from tables is",SELECT,technology_fact,train,0,1.0
172,"The structured query language command used to insert new database rows is",INSERT,technology_fact,train,0,1.0
173,"The structured query language command used to alter existing database rows is",UPDATE,technology_fact,train,0,1.0
174,"The structured query language command used to delete existing database rows is",DELETE,technology_fact,train,1,1.5
175,"The local virtual network interface loopback address is",127.0.0.1,technology_fact,train,0,1.0
176,"The standard network port utilized for insecure HTTP web traffic is",80,technology_fact,train,0,1.0
177,"The standard network port utilized for secure HTTPS web traffic is",443,technology_fact,train,1,1.5
178,"The Python script keyword used to pull in external modules is",import,technology_fact,train,0,1.0
179,"The Python script keyword used to define a new class block is",class,technology_fact,train,0,1.0
180,"The Python script keyword used to declare a new function block is",def,technology_fact,train,1,1.5
181,"The Python script keyword used to emit values back from functions is",return,technology_fact,train,0,1.0
182,"The Python loop keyword used to iterate over fixed sequences is",for,technology_fact,train,0,1.0
183,"The Python loop keyword used to run loops while conditions hold true is",while,technology_fact,train,0,1.0
184,"The Python logical boolean variable indicating positivity is",True,technology_fact,train,0,1.0
185,"The Python logical boolean variable indicating negativity is",False,technology_fact,train,0,1.0
186,"The Git code versioning command used to save changes locally is git",commit,technology_fact,train,0,1.0
187,"The Git code versioning command used to send changes to remote hosts is git",push,technology_fact,train,0,1.0
188,"The Git code versioning command used to fetch changes from remote hosts is git",pull,technology_fact,train,0,1.0
189,"Relational database records are structurally organized and stored inside a",database,technology_fact,train,1,1.5
190,"The physical database schema detailing model layouts is the",schema,technology_fact,train,0,1.0
191,"In CSS layouts, style rules are applied using Cascading Style",Sheets,technology_fact,train,0,1.0
192,"In web protocols, the standard layout formatting framework is",HTML,technology_fact,train,0,1.0
193,"In web protocols, the API interaction framework is called an",API,technology_fact,train,0,1.0
194,"In web protocols, the location path of resources is a",URL,technology_fact,train,0,1.0
195,"In web protocols, the structured text format used for data exchanges is",JSON,technology_fact,train,0,1.0
196,"In web protocols, the extensible markup document layout format is",XML,technology_fact,train,0,1.0
197,"The software development tools bundle provided to programmers is an",SDK,technology_fact,train,0,1.0
198,"The unified development software editor workspace is an",IDE,technology_fact,train,0,1.0
199,"The primary network protocol standardizing packet layout constraints is",IP,technology_fact,train,1,1.5
200,"The file transfer protocol standardizing file uploads is",FTP,technology_fact,train,0,1.0
201,"JSON payload: { 'event': 'FailedLogin', 'username': 'administrator', 'ip': '198.51.100.12', 'attempts': 18 }. Risk triage (low/medium/high):",high,security_triage,seen_val,1,1.5
202,"JSON payload: { 'event': 'FailedLogin', 'username': 'sam_dev', 'ip': '192.168.1.99', 'attempts': 1 }. Risk triage (low/medium/high):",low,security_triage,seen_val,0,1.0
203,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'dev_test_bot', 'public_access': true }. Risk triage (low/medium/high):",high,security_triage,seen_val,1,1.5
204,"JSON payload: { 'event': 'S3BucketCreated', 'owner': 'ops_lead_44', 'public_access': false }. Risk triage (low/medium/high):",low,security_triage,seen_val,0,1.0
205,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'AdministratorAccess', 'mfa_verified': true }. Risk triage (low/medium/high):",medium,security_triage,seen_val,0,1.0
206,"JSON payload: { 'event': 'IAMPolicyModified', 'policy': 'ReadOnlyAccess', 'mfa_verified': false }. Risk triage (low/medium/high):",medium,security_triage,seen_val,0,1.0
207,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '45.33.102.88', 'ports_scanned': 3200 }. Risk triage (low/medium/high):",high,security_triage,seen_val,1,1.5
208,"JSON payload: { 'event': 'PortScanDetected', 'source_ip': '10.0.2.99', 'ports_scanned': 2 }. Risk triage (low/medium/high):",low,security_triage,seen_val,0,1.0
209,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'jenkins_agent_05', 'key_strength': 2048 }. Risk triage (low/medium/high):",low,security_triage,seen_val,0,1.0
210,"JSON payload: { 'event': 'SSHKeyAdded', 'user': 'unverified_root', 'key_strength': 1024 }. Risk triage (low/medium/high):",high,security_triage,seen_val,1,1.5
211,"Extract the API action (get/post/delete) from this routing rule: 'Fetch cluster profile array metadata' as JSON: { 'action':",get,api_routing,seen_val,0,1.0
212,"Extract the API action (get/post/delete) from this routing rule: 'Delete inactive transaction database records' as JSON: { 'action':",delete,api_routing,seen_val,1,1.5
213,"Extract the API action (get/post/delete) from this routing rule: 'Create a new server gateway token' as JSON: { 'action':",post,api_routing,seen_val,0,1.0
214,"Extract the API action (get/post/delete) from this routing rule: 'Retrieve client credit balance array' as JSON: { 'action':",get,api_routing,seen_val,0,1.0
215,"Extract the API action (get/post/delete) from this routing rule: 'Register new web hook endpoints list' as JSON: { 'action':",post,api_routing,seen_val,0,1.0
216,"Extract the API action (get/post/delete) from this routing rule: 'Erase expired backup storage directories' as JSON: { 'action':",delete,api_routing,seen_val,1,1.5
217,"Extract the API action (get/post/delete) from this routing rule: 'List active container deployments array' as JSON: { 'action':",get,api_routing,seen_val,0,1.0
218,"Extract the API action (get/post/delete) from this routing rule: 'Provision a new security credential set' as JSON: { 'action':",post,api_routing,seen_val,0,1.0
219,"Extract the API action (get/post/delete) from this routing rule: 'Erase unverified user registration files' as JSON: { 'action':",delete,api_routing,seen_val,0,1.0
220,"Extract the API action (get/post/delete) from this routing rule: 'Fetch system baseline metrics parameters' as JSON: { 'action':",get,api_routing,seen_val,0,1.0
