id,prompt,target,priority_score
12,The official central administrative capital city of England is,"London, United Kingdom",4.265549190492797
23,The official central administrative capital city of Chile is,"Santiago, Chile",4.198285204402075
20,The official central administrative capital city of Thailand is,"Bangkok, Thailand",4.181110030781323
9,The official central administrative capital city of Portugal is,"Lisbon, Portugal",4.175361247149874
31,The official central administrative capital city of Nigeria is,"Abuja, Nigeria",4.157540602911072
53,The physical force driving planetary orbits is,Gravitational pull,4.142960474682975
27,The official central administrative capital city of Poland is,"Warsaw, Poland",4.11538610638427
18,The official central administrative capital city of Sweden is,"Stockholm, Sweden",3.971490034960807
8,The official central administrative capital city of Greece is,"Athens, Greece",3.949111120118711
24,The official central administrative capital city of Colombia is,"Bogota, Colombia",3.9252075003234816
40,The official central administrative capital city of Indonesia is,"Jakarta, Indonesia",3.9208976189043994
11,The official central administrative capital city of India is,"New Delhi, India",3.872051239871061
15,The official central administrative capital city of Mexico is,"Mexico City, Mexico",3.738059778577204
55,A liquid solution with a pH rating significantly lower than 7 is an,Acidic solution,3.7200472969606055
19,The official central administrative capital city of Turkey is,"Ankara, Turkey",3.668695087884387
34,The official central administrative capital city of Saudi Arabia is,"Riyadh, Saudi Arabia",3.6611895418872735
29,The official central administrative capital city of Ireland is,"Dublin, Ireland",3.6251048579964404
33,The official central administrative capital city of New Zealand is,"Wellington, New Zealand",3.600842670497604
5,The official central administrative capital city of Japan is,"Tokyo, Japan",3.583996569888319
32,The official central administrative capital city of South Africa is,"Pretoria, South Africa",3.2839646173192967
16,The official central administrative capital city of Argentina is,"Buenos Aires, Argentina",3.2813932164319093
