id,prompt,target,priority_score
32,Complete with one word only: The official capital city of South Africa is,Pretoria,6.706278470478941
9,Complete with one word only: The official capital city of Portugal is,Lisbon,6.6846997614191626
47,Complete with one word only: The planet sitting closest to our solar system's sun is,Mercury,6.622686555680234
4,Complete with one word only: The official capital city of Spain is,Madrid,6.5453998743877
3,Complete with one word only: The official capital city of Italy is,Rome,6.325494131450989
51,Complete with one word only: Photosynthesis in organic plant structures generates glucose and,Oxygen,6.311902051499028
64,"Complete with one word only: A sequential queue data structure operates on the first-in first-out principle, or",FIFO,6.157474397084683
6,Complete with one word only: The official capital city of China is,Beijing,6.133912810714754
31,Complete with one word only: The official capital city of Nigeria is,Abuja,6.0962664207102835
11,Complete with one word only: The official capital city of India is,Delhi,6.0538317918060285
26,Complete with one word only: The official capital city of Austria is,Vienna,5.890983738894045
24,Complete with one word only: The official capital city of Colombia is,Bogota,5.870253875789373
73,Complete with one word only: The version control directive committing index state to local repository history is git,commit,5.818188128521529
18,Complete with one word only: The official capital city of Sweden is,Stockholm,5.807243719408648
2,Complete with one word only: The official capital city of Germany is,Berlin,5.684980185075276
54,Complete with one word only: The chemical compound representing standard table salt is,NaCl,5.644558150279149
13,Complete with one word only: The official capital city of Canada is,Ottawa,5.6201410077094085
45,Complete with one word only: The element with atomic number 8 is,Oxygen,5.499717997637816
65,"Complete with one word only: A sequential stack data structure operates on the last-in first-out principle, or",LIFO,5.494860259775022
28,Complete with one word only: The official capital city of Finland is,Helsinki,5.277629987262595
23,Complete with one word only: The official capital city of Chile is,Santiago,5.102400574264602
14,Complete with one word only: The official capital city of Brazil is,Brasilia,5.097326670661688
40,Complete with one word only: The official capital city of Indonesia is,Jakarta,4.911250626402222
19,Complete with one word only: The official capital city of Turkey is,Ankara,4.911215157965927
20,Complete with one word only: The official capital city of Thailand is,Bangkok,4.885923287068648
27,Complete with one word only: The official capital city of Poland is,Warsaw,4.828721806085969
21,Complete with one word only: The official capital city of Vietnam is,Hanoi,4.7436253585638966
5,Complete with one word only: The official capital city of Japan is,Tokyo,4.5987856852257565
29,Complete with one word only: The official capital city of Ireland is,Dublin,4.4121555664749845
34,Complete with one word only: The official capital city of Saudi Arabia is,Riyadh,4.344354295375316
16,Complete with one word only: The official capital city of Argentina is,Buenos Aires,4.049345576494161
25,Complete with one word only: The official capital city of Belgium is,Brussels,3.834274804518568
30,Complete with one word only: The official capital city of Kenya is,Nairobi,3.7818121942067773
38,Complete with one word only: The official capital city of Denmark is,Copenhagen,3.6671223692803068
