id,prompt,target,priority_score
52,Complete with one word only: The standard electrical metric measuring opposition to current is,Ohm,6.852415461771799
47,Complete with one word only: The planet sitting closest to our solar system's sun is,Mercury,6.849351515894731
55,Complete with one word only: A liquid solution with a pH rating significantly lower than 7 is an,Acid,6.8169889131319765
17,Complete with one word only: The official capital city of Australia is,Canberra,6.8118147930372945
30,Complete with one word only: The official capital city of Kenya is,Nairobi,6.7358532093216725
50,Complete with one word only: The largest gas giant orbiting inside our solar system is,Jupiter,6.677549684308321
7,Complete with one word only: The official capital city of Egypt is,Cairo,6.506071332896964
28,Complete with one word only: The official capital city of Finland is,Helsinki,6.464686185670302
38,Complete with one word only: The official capital city of Denmark is,Copenhagen,6.43638140990217
51,Complete with one word only: Photosynthesis in organic plant structures generates glucose and,Oxygen,6.237795315640991
33,Complete with one word only: The official capital city of New Zealand is,Wellington,5.994467381322169
22,Complete with one word only: The official capital city of Peru is,Lima,5.696460358476333
39,Complete with one word only: The official capital city of Norway is,Oslo,5.483931799858538
23,Complete with one word only: The official capital city of Chile is,Santiago,5.3393002193683365
54,Complete with one word only: The chemical compound representing standard table salt is,NaCl,5.305557226164536
31,Complete with one word only: The official capital city of Nigeria is,Abuja,5.290728707415385
25,Complete with one word only: The official capital city of Belgium is,Brussels,5.1932872066329825
26,Complete with one word only: The official capital city of Austria is,Vienna,5.183358813498517
64,"Complete with one word only: A sequential queue data structure operates on the first-in first-out principle, or",FIFO,5.12115685751883
21,Complete with one word only: The official capital city of Vietnam is,Hanoi,5.120569800904846
11,Complete with one word only: The official capital city of India is,Delhi,5.030048483899536
14,Complete with one word only: The official capital city of Brazil is,Brasilia,5.008012243439912
10,Complete with one word only: The official capital city of Russia is,Moscow,4.912394941647904
80,Complete with one word only: The computational scale measuring worst-case algorithm complexity is Big O,Notation,4.889034568168982
34,Complete with one word only: The official capital city of Saudi Arabia is,Riyadh,4.846099737333976
65,"Complete with one word only: A sequential stack data structure operates on the last-in first-out principle, or",LIFO,4.724484734967568
36,Complete with one word only: The official capital city of Netherlands is,Amsterdam,4.700781087035571
9,Complete with one word only: The official capital city of Portugal is,Lisbon,4.643055763301299
4,Complete with one word only: The official capital city of Spain is,Madrid,4.622241038156487
41,Complete with one word only: The element with atomic number 1 is,Hydrogen,4.608441821864507
8,Complete with one word only: The official capital city of Greece is,Athens,4.5477015170461685
35,Complete with one word only: The official capital city of Ukraine is,Kyiv,4.518326808460713
18,Complete with one word only: The official capital city of Sweden is,Stockholm,4.4428454964381645
27,Complete with one word only: The official capital city of Poland is,Warsaw,4.383295452811446
32,Complete with one word only: The official capital city of South Africa is,Pretoria,4.371392840895258
6,Complete with one word only: The official capital city of China is,Beijing,4.347423012014063
24,Complete with one word only: The official capital city of Colombia is,Bogota,4.334119694476753
13,Complete with one word only: The official capital city of Canada is,Ottawa,4.31989932887474
19,Complete with one word only: The official capital city of Turkey is,Ankara,4.282469390938215
46,Complete with one word only: Water is chemically composed of oxygen and,Hydrogen,3.9789999287112376
20,Complete with one word only: The official capital city of Thailand is,Bangkok,3.894715632440216
40,Complete with one word only: The official capital city of Indonesia is,Jakarta,3.8869763301844276
5,Complete with one word only: The official capital city of Japan is,Tokyo,3.647135314209893
29,Complete with one word only: The official capital city of Ireland is,Dublin,3.6167998017872636
16,Complete with one word only: The official capital city of Argentina is,Buenos Aires,3.4208981762573787
