sample_id,prompt,target,curriculum_score,pcrf_weight,criticality_weight,combined_weight,sampling_bucket
77,Train Fact 77: The largest planet is,Jupiter,0.005031,0.186146,1.5,0.001405,MID_PRIORITY
72,Train Fact 72: The largest planet is,Jupiter,0.005020,0.186146,1.0,0.000935,MID_PRIORITY
22,Train Fact 22: The largest planet is,Jupiter,0.005018,0.186146,1.0,0.000934,MID_PRIORITY
57,Train Fact 57: The largest planet is,Jupiter,0.005011,0.186146,1.0,0.000933,MID_PRIORITY
27,Train Fact 27: The largest planet is,Jupiter,0.004992,0.186146,1.0,0.000929,MID_PRIORITY
7,Train Fact 7: The largest planet is,Jupiter,0.004983,0.186146,1.5,0.001391,MID_PRIORITY
62,Train Fact 62: The largest planet is,Jupiter,0.004983,0.186146,1.0,0.000928,MID_PRIORITY
67,Train Fact 67: The largest planet is,Jupiter,0.004976,0.186146,1.0,0.000926,MID_PRIORITY
92,Train Fact 92: The largest planet is,Jupiter,0.004975,0.186146,1.0,0.000926,MID_PRIORITY
37,Train Fact 37: The largest planet is,Jupiter,0.004973,0.186146,1.0,0.000926,MID_PRIORITY
32,Train Fact 32: The largest planet is,Jupiter,0.004957,0.186146,1.0,0.000923,MID_PRIORITY
2,Train Fact 2: The largest planet is,Jupiter,0.004943,0.186146,1.0,0.000920,MID_PRIORITY
159,Train Fact 159: The author of Hamlet is,Shakespeare,0.004861,0.186146,1.0,0.000905,MID_PRIORITY
154,Train Fact 154: The author of Hamlet is,Shakespeare,0.004850,0.186146,1.5,0.001354,MID_PRIORITY
189,Train Fact 189: The author of Hamlet is,Shakespeare,0.004845,0.186146,1.5,0.001353,MID_PRIORITY
144,Train Fact 144: The author of Hamlet is,Shakespeare,0.004826,0.186146,1.0,0.000898,MID_PRIORITY
184,Train Fact 184: The author of Hamlet is,Shakespeare,0.004825,0.186146,1.0,0.000898,MID_PRIORITY
139,Train Fact 139: The author of Hamlet is,Shakespeare,0.004799,0.186146,1.0,0.000893,MID_PRIORITY
149,Train Fact 149: The author of Hamlet is,Shakespeare,0.004797,0.186146,1.0,0.000893,MID_PRIORITY
104,Train Fact 104: The author of Hamlet is,Shakespeare,0.004796,0.186146,1.0,0.000893,MID_PRIORITY
164,Train Fact 164: The author of Hamlet is,Shakespeare,0.004792,0.186146,1.0,0.000892,MID_PRIORITY
194,Train Fact 194: The author of Hamlet is,Shakespeare,0.004791,0.186146,1.0,0.000892,MID_PRIORITY
179,Train Fact 179: The author of Hamlet is,Shakespeare,0.004788,0.186146,1.0,0.000891,MID_PRIORITY
169,Train Fact 169: The author of Hamlet is,Shakespeare,0.004787,0.186146,1.0,0.000891,MID_PRIORITY
134,Train Fact 134: The author of Hamlet is,Shakespeare,0.004786,0.186146,1.0,0.000891,MID_PRIORITY
199,Train Fact 199: The author of Hamlet is,Shakespeare,0.004785,0.186146,1.0,0.000891,MID_PRIORITY
174,Train Fact 174: The author of Hamlet is,Shakespeare,0.004780,0.186146,1.0,0.000890,MID_PRIORITY
124,Train Fact 124: The author of Hamlet is,Shakespeare,0.004779,0.186146,1.0,0.000890,MID_PRIORITY
109,Train Fact 109: The author of Hamlet is,Shakespeare,0.004776,0.186146,1.0,0.000889,MID_PRIORITY
114,Train Fact 114: The author of Hamlet is,Shakespeare,0.004767,0.186146,1.0,0.000887,MID_PRIORITY
119,Train Fact 119: The author of Hamlet is,Shakespeare,0.004763,0.186146,1.5,0.001330,MID_PRIORITY
54,Train Fact 54: The author of Hamlet is,Shakespeare,0.004754,0.186146,1.0,0.000885,MID_PRIORITY
129,Train Fact 129: The author of Hamlet is,Shakespeare,0.004742,0.186146,1.0,0.000883,MID_PRIORITY
44,Train Fact 44: The author of Hamlet is,Shakespeare,0.004739,0.186146,1.0,0.000882,MID_PRIORITY
24,Train Fact 24: The author of Hamlet is,Shakespeare,0.004731,0.186146,1.0,0.000881,MID_PRIORITY
84,Train Fact 84: The author of Hamlet is,Shakespeare,0.004730,0.186146,1.5,0.001321,MID_PRIORITY
14,Train Fact 14: The author of Hamlet is,Shakespeare,0.004706,0.186146,1.5,0.001314,MID_PRIORITY
19,Train Fact 19: The author of Hamlet is,Shakespeare,0.004694,0.186146,1.0,0.000874,MID_PRIORITY
34,Train Fact 34: The author of Hamlet is,Shakespeare,0.004692,0.186146,1.0,0.000873,MID_PRIORITY
49,Train Fact 49: The author of Hamlet is,Shakespeare,0.004692,0.186146,1.5,0.001310,MID_PRIORITY
59,Train Fact 59: The author of Hamlet is,Shakespeare,0.004677,0.186146,1.0,0.000871,MID_PRIORITY
29,Train Fact 29: The author of Hamlet is,Shakespeare,0.004676,0.186146,1.0,0.000870,MID_PRIORITY
89,Train Fact 89: The author of Hamlet is,Shakespeare,0.004671,0.186146,1.0,0.000870,LOW_PRIORITY
74,Train Fact 74: The author of Hamlet is,Shakespeare,0.004668,0.186146,1.0,0.000869,LOW_PRIORITY
39,Train Fact 39: The author of Hamlet is,Shakespeare,0.004655,0.186146,1.0,0.000867,LOW_PRIORITY
79,Train Fact 79: The author of Hamlet is,Shakespeare,0.004647,0.186146,1.0,0.000865,LOW_PRIORITY
99,Train Fact 99: The author of Hamlet is,Shakespeare,0.004644,0.186146,1.0,0.000865,LOW_PRIORITY
94,Train Fact 94: The author of Hamlet is,Shakespeare,0.004644,0.186146,1.0,0.000864,LOW_PRIORITY
69,Train Fact 69: The author of Hamlet is,Shakespeare,0.004639,0.186146,1.0,0.000864,LOW_PRIORITY
64,Train Fact 64: The author of Hamlet is,Shakespeare,0.004636,0.186146,1.0,0.000863,LOW_PRIORITY
9,Train Fact 9: The author of Hamlet is,Shakespeare,0.004622,0.186146,1.0,0.000860,LOW_PRIORITY
4,Train Fact 4: The author of Hamlet is,Shakespeare,0.004597,0.186146,1.0,0.000856,LOW_PRIORITY
98,Train Fact 98: The chemical symbol for water is,H2O,0.002258,0.186146,1.5,0.000631,LOW_PRIORITY
113,Train Fact 113: The chemical symbol for water is,H2O,0.002249,0.186146,1.0,0.000419,LOW_PRIORITY
128,Train Fact 128: The chemical symbol for water is,H2O,0.002233,0.186146,1.0,0.000416,LOW_PRIORITY
68,Train Fact 68: The chemical symbol for water is,H2O,0.002229,0.186146,1.0,0.000415,LOW_PRIORITY
93,Train Fact 93: The chemical symbol for water is,H2O,0.002223,0.186146,1.0,0.000414,LOW_PRIORITY
123,Train Fact 123: The chemical symbol for water is,H2O,0.002223,0.186146,1.0,0.000414,LOW_PRIORITY
58,Train Fact 58: The chemical symbol for water is,H2O,0.002209,0.186146,1.0,0.000411,LOW_PRIORITY
53,Train Fact 53: The chemical symbol for water is,H2O,0.002204,0.186146,1.0,0.000410,LOW_PRIORITY
118,Train Fact 118: The chemical symbol for water is,H2O,0.002198,0.186146,1.0,0.000409,LOW_PRIORITY
103,Train Fact 103: The chemical symbol for water is,H2O,0.002193,0.186146,1.0,0.000408,LOW_PRIORITY
108,Train Fact 108: The chemical symbol for water is,H2O,0.002191,0.186146,1.0,0.000408,LOW_PRIORITY
48,Train Fact 48: The chemical symbol for water is,H2O,0.002189,0.186146,1.0,0.000407,LOW_PRIORITY
88,Train Fact 88: The chemical symbol for water is,H2O,0.002188,0.186146,1.0,0.000407,LOW_PRIORITY
63,Train Fact 63: The chemical symbol for water is,H2O,0.002180,0.186146,1.5,0.000609,LOW_PRIORITY
38,Train Fact 38: The chemical symbol for water is,H2O,0.002178,0.186146,1.0,0.000405,LOW_PRIORITY
83,Train Fact 83: The chemical symbol for water is,H2O,0.002170,0.186146,1.0,0.000404,LOW_PRIORITY
73,Train Fact 73: The chemical symbol for water is,H2O,0.002169,0.186146,1.0,0.000404,LOW_PRIORITY
153,Train Fact 153: The chemical symbol for water is,H2O,0.002163,0.186146,1.0,0.000403,LOW_PRIORITY
138,Train Fact 138: The chemical symbol for water is,H2O,0.002163,0.186146,1.0,0.000403,LOW_PRIORITY
188,Train Fact 188: The chemical symbol for water is,H2O,0.002161,0.186146,1.0,0.000402,LOW_PRIORITY
183,Train Fact 183: The chemical symbol for water is,H2O,0.002159,0.186146,1.0,0.000402,LOW_PRIORITY
158,Train Fact 158: The chemical symbol for water is,H2O,0.002159,0.186146,1.0,0.000402,LOW_PRIORITY
148,Train Fact 148: The chemical symbol for water is,H2O,0.002157,0.186146,1.0,0.000401,LOW_PRIORITY
193,Train Fact 193: The chemical symbol for water is,H2O,0.002156,0.186146,1.0,0.000401,LOW_PRIORITY
168,Train Fact 168: The chemical symbol for water is,H2O,0.002154,0.186146,1.5,0.000601,LOW_PRIORITY
173,Train Fact 173: The chemical symbol for water is,H2O,0.002152,0.186146,1.0,0.000401,LOW_PRIORITY
163,Train Fact 163: The chemical symbol for water is,H2O,0.002149,0.186146,1.0,0.000400,LOW_PRIORITY
78,Train Fact 78: The chemical symbol for water is,H2O,0.002149,0.186146,1.0,0.000400,LOW_PRIORITY
133,Train Fact 133: The chemical symbol for water is,H2O,0.002146,0.186146,1.5,0.000599,LOW_PRIORITY
178,Train Fact 178: The chemical symbol for water is,H2O,0.002146,0.186146,1.0,0.000399,LOW_PRIORITY
143,Train Fact 143: The chemical symbol for water is,H2O,0.002141,0.186146,1.0,0.000399,LOW_PRIORITY
8,Train Fact 8: The chemical symbol for water is,H2O,0.002140,0.186146,1.0,0.000398,LOW_PRIORITY
28,Train Fact 28: The chemical symbol for water is,H2O,0.002132,0.186146,1.5,0.000595,LOW_PRIORITY
43,Train Fact 43: The chemical symbol for water is,H2O,0.002124,0.186146,1.0,0.000395,LOW_PRIORITY
198,Train Fact 198: The chemical symbol for water is,H2O,0.002115,0.186146,1.0,0.000394,LOW_PRIORITY
33,Train Fact 33: The chemical symbol for water is,H2O,0.002115,0.186146,1.0,0.000394,LOW_PRIORITY
23,Train Fact 23: The chemical symbol for water is,H2O,0.002092,0.186146,1.0,0.000389,LOW_PRIORITY
13,Train Fact 13: The chemical symbol for water is,H2O,0.002082,0.186146,1.0,0.000388,LOW_PRIORITY
3,Train Fact 3: The chemical symbol for water is,H2O,0.002064,0.186146,1.0,0.000384,LOW_PRIORITY
18,Train Fact 18: The chemical symbol for water is,H2O,0.002062,0.186146,1.0,0.000384,LOW_PRIORITY
